0,0.00089,0,#DIV/0!
120,7.175069,-1.108314,-1%
240,10.193153,-0.052375,0%
360,12.527898,2.456386,1%
480,14.350137,-4.053917,-1%
600,16.058487,-2.623466,0%
720,17.652947,1.167256,0%
840,19.133516,-1.910013,0%
960,20.727976,6.129536,1%
1080,22.094656,-1.974927,0%
1200,23.689116,11.620128,1%
1320,25.055795,9.482669,1%
1440,26.194695,-5.248404,0%
1560,27.333595,-11.22781,-1%
1680,28.472495,-8.026607,0%
1800,29.611394,4.87077,0%
1920,30.522514,-1.407957,0%
2040,31.433634,-0.674237,0%
2160,32.344754,7.576272,0%
2280,33.028094,-10.915831,0%
2400,33.939214,12.21396,1%
2520,34.622553,6.063018,0%
2640,35.305893,6.336978,0%
2760,35.989233,14.381337,1%
2880,36.444793,-14.534238,-1%
3000,37.128133,16.46827,1%
3120,37.583693,-0.238096,0%
3240,38.039253,-16.704821,-1%
3360,38.722593,19.044418,1%
3480,39.178153,3.176794,0%
3600,39.633713,-12.451189,0%
3720,40.089272,-27.839531,-1%
3840,40.772612,9.527281,0%
3960,41.228172,-5.26196,0%
4080,41.911512,31.975917,1%
4200,42.367072,15.902924,0%
4320,42.822632,-0.88899,0%
4440,43.278192,-18.399826,0%
4560,43.733752,-36.629584,-1%
4680,44.644872,44.754135,1%
4800,45.100431,24.367612,1%
4920,45.555991,3.262167,0%
5040,46.011551,-18.5622,0%
5160,46.467111,-41.105488,-1%
5280,47.378231,31.651169,1%
5400,47.833791,6.951116,0%
5520,48.289351,-18.46786,0%
5640,49.200471,48.537424,1%
5760,49.656031,20.961683,0%
5880,50.111591,-7.332979,0%
6000,51.02271,53.92093,1%
6120,51.47827,23.469503,0%
6240,51.93383,-7.700847,0%
6360,52.84495,47.801689,1%
6480,53.30051,14.474574,0%
6600,53.75607,-19.571463,0%
6720,54.66719,30.23904,0%
6840,55.12275,-5.859379,0%
6960,55.578309,-42.618568,-1%
7080,56.489429,1.901695,0%
7200,57.400549,43.841136,1%
7320,57.856109,3.855705,0%
7440,58.311669,-36.759855,0%
7560,59.222789,0.138227,0%
7680,60.133909,34.574037,0%
7800,61.045028,57.56062,1%
7920,61.956148,58.513242,1%
8040,61.956148,-61.486758,-1%
8160,63.778388,51.004922,1%
8280,63.778388,-68.995078,-1%
8400,65.600628,35.367029,0%
8520,65.600628,-84.632971,-1%
8640,67.422867,13.193059,0%
8760,68.333987,-0.261957,0%
8880,69.245107,-15.253355,0%
9000,71.067347,70.278088,1%
9120,71.067347,-49.721912,-1%
9240,72.889586,29.778481,0%
9360,72.889586,-90.221519,-1%
9480,74.711826,-17.898374,0%
9600,76.534066,45.819969,0%
9720,76.534066,-74.180031,-1%
9840,78.356305,-19.320557,0%
9960,80.178545,37.248606,0%
10080,80.178545,-82.751394,-1%
10200,82.000785,-21.694917,0%
10320,83.823024,44.045273,0%
10440,83.823024,-75.954727,-1%
10560,85.645264,-5.340548,0%
10680,87.467503,64.049711,1%
10800,87.467503,-55.950289,-1%
10920,89.289743,0.50486,0%
11040,91.111983,29.774473,0%
11160,91.111983,-90.225527,-1%
11280,94.756462,25.635533,0%
11400,94.756462,-94.364467,-1%
11520,98.400941,6.576902,0%
11640,102.045421,101.676897,1%
11760,102.045421,-18.323103,0%
11880,105.6899,72.096367,1%
12000,105.6899,-47.903633,0%
12120,109.334379,38.937982,0%
12240,109.334379,-81.062018,-1%
12360,112.978859,17.454224,0%
12480,112.978859,-102.545776,-1%
12600,116.623338,30.478591,0%
12720,116.623338,-89.521409,-1%
12840,120.267817,67.059014,1%
12960,120.267817,-52.940986,0%
13080,123.912297,125.018924,1%
13200,123.912297,5.018924,0%
13320,123.912297,-114.981076,-1%
13440,127.556776,48.852704,0%
13560,127.556776,-71.147296,-1%
13680,131.201255,79.39694,1%
13800,131.201255,-40.60306,0%
13920,134.845735,97.454245,1%
14040,134.845735,-22.545755,0%
14160,138.490214,103.795494,1%
14280,138.490214,-16.204506,0%
14400,138.490214,-136.204506,-1%
14520,142.134693,-20.838131,0%
14640,145.779172,84.266711,1%
14760,145.779172,-35.733289,0%
14880,149.423652,59.797225,0%
15000,153.068131,146.416037,1%
15120,153.068131,26.416037,0%
15240,153.068131,-93.583963,-1%
15360,156.71261,-15.237376,0%
15480,160.35709,55.454632,0%
15600,160.35709,-64.545368,0%
15720,164.001569,-0.910908,0%
15840,167.646048,56.24354,0%
15960,167.646048,-63.75646,0%
16080,174.935007,153.331231,1%
16200,174.935007,33.331231,0%
16320,174.935007,-86.668769,-1%
16440,182.223966,110.985728,1%
16560,182.223966,-9.014272,0%
16680,182.223966,-129.014272,-1%
16800,189.512924,53.222302,0%
16920,189.512924,-66.777698,0%
17040,196.801883,103.827479,1%
17160,196.801883,-16.172521,0%
17280,204.090841,146.379965,1%
17400,204.090841,26.379965,0%
17520,204.090841,-93.620035,-1%
17640,211.3798,64.557542,0%
17760,211.3798,-55.442458,0%
17880,218.668759,102.266865,1%
